joint_name,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22
LF_HAA,0.4572642300657712,0.2864508540048889,0.10354644442973249,1.0,0.0,0.0,0.0,0.0,-0.92,-0.1428571428571429,-0.8,-1.0,-1.0,-0.8333333333333333,-0.682608695652174,0.682608695652174,0.6000000000000001,1.0,0.25,-0.6078758588235295,0.21155332863083265,-0.1900879443842033,0.3661143323837108
LF_HFE,0.5620883405682133,0.387696414472134,0.10354644442973249,0.0,1.0,0.0,0.0,0.08695652173913045,-0.92,-0.1428571428571429,-0.8,-1.0,-1.0,-0.8333333333333333,-0.682608695652174,0.682608695652174,0.6000000000000001,1.0,0.25,-0.6078758588235295,0.21155332863083265,-0.1900879443842033,0.3661143323837108
LF_KFE,0.40137798093892285,0.6568614410801761,-0.2335633318785727,0.0,1.0,0.0,-1.0,-0.1739130434782609,-0.92,-0.1428571428571429,-0.8,-1.0,-1.0,-0.8333333333333333,-0.682608695652174,0.682608695652174,0.6000000000000001,1.0,0.25,-0.6078758588235295,0.21155332863083265,-0.1900879443842033,0.3661143323837108
RF_HAA,0.4572642300657712,-0.2864508540048888,0.10354644442973249,1.0,0.0,0.0,0.0,0.0,-0.92,-0.1428571428571429,-0.8,-1.0,-1.0,-0.8333333333333333,-0.682608695652174,0.682608695652174,0.6000000000000001,1.0,0.25,-0.6078758588235295,0.21155332863083265,-0.1900879443842033,0.3661143323837108
RF_HFE,0.5620883405682133,-0.3876964144721341,0.10354644442973249,0.0,-1.0,0.0,0.0,-0.08695652173913045,-0.92,-0.1428571428571429,-0.8,-1.0,-1.0,-0.8333333333333333,-0.682608695652174,0.682608695652174,0.6000000000000001,1.0,0.25,-0.6078758588235295,0.21155332863083265,-0.1900879443842033,0.3661143323837108
RF_KFE,0.40137798093892285,-0.6568614410801762,-0.2335633318785727,0.0,-1.0,0.0,-1.0,0.1739130434782609,-0.92,-0.1428571428571429,-0.8,-1.0,-1.0,-0.8333333333333333,-0.682608695652174,0.682608695652174,0.6000000000000001,1.0,0.25,-0.6078758588235295,0.21155332863083265,-0.1900879443842033,0.3661143323837108
LH_HAA,-0.4572642300657713,0.2864508540048889,0.10354644442973249,-1.0,0.0,0.0,0.0,0.0,-0.92,-0.1428571428571429,-0.8,-1.0,-1.0,-0.8333333333333333,-0.682608695652174,0.682608695652174,0.6000000000000001,1.0,0.25,-0.6078758588235295,0.21155332863083265,-0.1900879443842033,0.3661143323837108
LH_HFE,-0.5620883405682134,0.387696414472134,0.10354644442973249,0.0,1.0,0.0,0.0,-0.08695652173913045,-0.92,-0.1428571428571429,-0.8,-1.0,-1.0,-0.8333333333333333,-0.682608695652174,0.682608695652174,0.6000000000000001,1.0,0.25,-0.6078758588235295,0.21155332863083265,-0.1900879443842033,0.3661143323837108
LH_KFE,-0.40137798093892285,0.6568614410801761,-0.2335633318785727,0.0,1.0,0.0,-1.0,0.1739130434782609,-0.92,-0.1428571428571429,-0.8,-1.0,-1.0,-0.8333333333333333,-0.682608695652174,0.682608695652174,0.6000000000000001,1.0,0.25,-0.6078758588235295,0.21155332863083265,-0.1900879443842033,0.3661143323837108
RH_HAA,-0.4572642300657713,-0.2864508540048888,0.10354644442973249,-1.0,0.0,0.0,0.0,0.0,-0.92,-0.1428571428571429,-0.8,-1.0,-1.0,-0.8333333333333333,-0.682608695652174,0.682608695652174,0.6000000000000001,1.0,0.25,-0.6078758588235295,0.21155332863083265,-0.1900879443842033,0.3661143323837108
RH_HFE,-0.5620883405682134,-0.3876964144721341,0.10354644442973249,0.0,-1.0,0.0,0.0,0.08695652173913045,-0.92,-0.1428571428571429,-0.8,-1.0,-1.0,-0.8333333333333333,-0.682608695652174,0.682608695652174,0.6000000000000001,1.0,0.25,-0.6078758588235295,0.21155332863083265,-0.1900879443842033,0.3661143323837108
RH_KFE,-0.40137798093892285,-0.6568614410801762,-0.2335633318785727,0.0,-1.0,0.0,-1.0,-0.1739130434782609,-0.92,-0.1428571428571429,-0.8,-1.0,-1.0,-0.8333333333333333,-0.682608695652174,0.682608695652174,0.6000000000000001,1.0,0.25,-0.6078758588235295,0.21155332863083265,-0.1900879443842033,0.3661143323837108
