joint_name,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22
head_pan,0.11517656017739575,0.02127275894986358,0.5782361202892021,0.0,0.0,1.0,-1.0,0.0,-0.9918,-0.7247428571428571,-0.7832,-0.55,-1.0,-0.95,-0.6829547826086957,0.6829547826086957,-0.5800000000000001,-0.5,0.4999999999999998,-0.9629709411764706,-0.755812236672167,-0.724187488350515,-0.46571881428286044
head_tilt,0.1970807462325712,0.1590475095322159,0.6849215165258145,0.0,-1.0,0.0,-1.0,0.0,-0.9918,-0.7247428571428571,-0.7832,-0.55,-1.0,-0.95,-0.6829547826086957,0.6829547826086957,-0.5800000000000001,-0.5,0.4999999999999998,-0.9629709411764706,-0.755812236672167,-0.724187488350515,-0.46571881428286044
l_sho_pitch,0.11517656017739575,0.45635091868360833,0.4827807657617069,0.0,1.0,0.0,0.0,0.0,-0.9918,-0.7247428571428571,-0.7832,-0.55,-1.0,-0.95,-0.6829547826086957,0.6829547826086957,-0.5800000000000001,-0.5,0.4999999999999998,-0.9629709411764706,-0.755812236672167,-0.724187488350515,-0.46571881428286044
l_sho_roll,0.2707945136822292,0.6630130445571372,0.4453472933979834,-1.0,0.0,0.0,0.0,0.27173913043478265,-0.9918,-0.7247428571428571,-0.7832,-0.55,-1.0,-0.95,-0.6829547826086957,0.6829547826086957,-0.5800000000000001,-0.5,0.4999999999999998,-0.9629709411764706,-0.755812236672167,-0.724187488350515,-0.46571881428286044
l_el,0.2707945136822292,0.869024315972567,0.12409420000749516,-1.0,0.0,0.0,-1.0,0.0682608695652174,-0.9918,-0.7247428571428571,-0.7832,-0.55,-1.0,-0.95,-0.6829547826086957,0.6829547826086957,-0.5800000000000001,-0.5,0.4999999999999998,-0.9629709411764706,-0.755812236672167,-0.724187488350515,-0.46571881428286044
r_sho_pitch,0.11517656017739575,-0.4138054007838814,0.4827807657617069,0.0,-1.0,0.0,0.0,0.0,-0.9918,-0.7247428571428571,-0.7832,-0.55,-1.0,-0.95,-0.6829547826086957,0.6829547826086957,-0.5800000000000001,-0.5,0.4999999999999998,-0.9629709411764706,-0.755812236672167,-0.724187488350515,-0.46571881428286044
r_sho_roll,0.2707945136822292,-0.6204675266574102,0.4453472933979834,-1.0,0.0,0.0,0.0,-0.27173913043478265,-0.9918,-0.7247428571428571,-0.7832,-0.55,-1.0,-0.95,-0.6829547826086957,0.6829547826086957,-0.5800000000000001,-0.5,0.4999999999999998,-0.9629709411764706,-0.755812236672167,-0.724187488350515,-0.46571881428286044
r_el,0.2707945136822292,-0.8264787980728402,0.12409420000749516,-1.0,0.0,0.0,-1.0,-0.0682608695652174,-0.9918,-0.7247428571428571,-0.7832,-0.55,-1.0,-0.95,-0.6829547826086957,0.6829547826086957,-0.5800000000000001,-0.5,0.4999999999999998,-0.9629709411764706,-0.755812236672167,-0.724187488350515,-0.46571881428286044
l_hip_yaw,0.12336697878291325,0.2750683521278814,0.0672692225243754,0.0,0.0,-1.0,0.0,0.0,-0.9918,-0.7247428571428571,-0.7832,-0.55,-1.0,-0.95,-0.6829547826086957,0.6829547826086957,-0.5800000000000001,-0.5,0.4999999999999998,-0.9629709411764706,-0.755812236672167,-0.724187488350515,-0.46571881428286044
l_hip_roll,-0.07320306774950791,0.2750683521278814,-0.039416173712236824,-1.0,0.0,0.0,0.0,0.0,-0.9918,-0.7247428571428571,-0.7832,-0.55,-1.0,-0.95,-0.6829547826086957,0.6829547826086957,-0.5800000000000001,-0.5,0.4999999999999998,-0.9629709411764706,-0.755812236672167,-0.724187488350515,-0.46571881428286044
l_hip_pitch,0.12418602064346485,0.41284310271023394,-0.039416173712236824,0.0,1.0,0.0,0.0,-0.08695652173913045,-0.9918,-0.7247428571428571,-0.7832,-0.55,-1.0,-0.95,-0.6829547826086957,0.6829547826086957,-0.5800000000000001,-0.5,0.4999999999999998,-0.9629709411764706,-0.755812236672167,-0.724187488350515,-0.46571881428286044
l_knee,0.4755093615080943,0.41284310271023394,-0.41919697528861966,0.0,1.0,0.0,0.0,0.1739130434782609,-0.9918,-0.7247428571428571,-0.7832,-0.55,-1.0,-0.95,-0.6829547826086957,0.6829547826086957,-0.5800000000000001,-0.5,0.4999999999999998,-0.9629709411764706,-0.755812236672167,-0.724187488350515,-0.46571881428286044
l_ank_pitch,0.12466444552889122,0.41284310271023394,-0.7984605991960381,0.0,1.0,0.0,-1.0,-0.08695652173913045,-0.9918,-0.7247428571428571,-0.7832,-0.55,-1.0,-0.95,-0.6829547826086957,0.6829547826086957,-0.5800000000000001,-0.5,0.4999999999999998,-0.9629709411764706,-0.755812236672167,-0.724187488350515,-0.46571881428286044
l_ank_roll,-0.07272464286408198,0.2750683521278814,-0.7984605991960381,-1.0,0.0,-5.551115123125784e-17,-1.0,0.0,-0.9918,-0.7247428571428571,-0.7832,-0.55,-1.0,-0.95,-0.6829547826086957,0.6829547826086957,-0.5800000000000001,-0.5,0.4999999999999998,-0.9629709411764706,-0.755812236672167,-0.724187488350515,-0.46571881428286044
r_hip_yaw,0.12336697878291325,-0.23252283422815445,0.0672692225243754,0.0,0.0,-1.0,0.0,0.0,-0.9918,-0.7247428571428571,-0.7832,-0.55,-1.0,-0.95,-0.6829547826086957,0.6829547826086957,-0.5800000000000001,-0.5,0.4999999999999998,-0.9629709411764706,-0.755812236672167,-0.724187488350515,-0.46571881428286044
r_hip_roll,-0.07320306774950791,-0.23252283422815445,-0.039416173712236824,-1.0,0.0,0.0,0.0,0.0,-0.9918,-0.7247428571428571,-0.7832,-0.55,-1.0,-0.95,-0.6829547826086957,0.6829547826086957,-0.5800000000000001,-0.5,0.4999999999999998,-0.9629709411764706,-0.755812236672167,-0.724187488350515,-0.46571881428286044
r_hip_pitch,0.12418602064346485,-0.370297584810507,-0.039416173712236824,0.0,-1.0,0.0,0.0,0.08695652173913045,-0.9918,-0.7247428571428571,-0.7832,-0.55,-1.0,-0.95,-0.6829547826086957,0.6829547826086957,-0.5800000000000001,-0.5,0.4999999999999998,-0.9629709411764706,-0.755812236672167,-0.724187488350515,-0.46571881428286044
r_knee,0.4755093615080943,-0.370297584810507,-0.41919697528861966,0.0,-1.0,0.0,0.0,-0.1739130434782609,-0.9918,-0.7247428571428571,-0.7832,-0.55,-1.0,-0.95,-0.6829547826086957,0.6829547826086957,-0.5800000000000001,-0.5,0.4999999999999998,-0.9629709411764706,-0.755812236672167,-0.724187488350515,-0.46571881428286044
r_ank_pitch,0.12466444552889122,-0.370297584810507,-0.7984605991960381,0.0,-1.0,0.0,-1.0,0.08695652173913045,-0.9918,-0.7247428571428571,-0.7832,-0.55,-1.0,-0.95,-0.6829547826086957,0.6829547826086957,-0.5800000000000001,-0.5,0.4999999999999998,-0.9629709411764706,-0.755812236672167,-0.724187488350515,-0.46571881428286044
