joint_name,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22
FR_hip_joint,0.694628411126258,-0.21824968440104764,0.3838578396308636,1.0,0.0,0.0,0.0,-0.02173913043478261,-0.933,0.19999999999999996,-1.0,-0.9,-1.0,-0.6666666666666666,-0.17453282608695653,0.17453282608695653,-0.6,-0.5,-0.375,-0.8534941176470588,-0.33041901219618564,-0.5675242453164081,-0.5221588713958225
FR_thigh_joint,0.694628411126258,-0.6096015848968781,0.41939614547161597,0.0,-0.9950041652780258,0.09983341664682815,0.0,-0.1739130434782609,-0.933,0.19999999999999996,-1.0,-0.9,-1.0,-0.6666666666666666,-0.9106065217391305,0.2276521739130435,-0.6,-0.5,-0.375,-0.8534941176470588,-0.33041901219618564,-0.5675242453164081,-0.5221588713958225
FR_calf_joint,0.2660881126614476,-0.6739331553413612,-0.16090223093860245,0.0,-0.9950041652780257,0.09983341664682817,-1.0,0.32608695652173914,-0.933,0.19999999999999996,-1.0,-0.9,-1.0,-0.6666666666666666,0.19919521739130436,0.5862021739130435,-0.6,-0.5,-0.375,-0.8534941176470588,-0.33041901219618564,-0.5675242453164081,-0.5221588713958225
FL_hip_joint,0.694628411126258,0.21645676553056692,0.3838578396308636,1.0,0.0,0.0,0.0,0.02173913043478261,-0.933,0.19999999999999996,-1.0,-0.9,-1.0,-0.6666666666666666,-0.17453282608695653,0.17453282608695653,-0.6,-0.5,-0.375,-0.8534941176470588,-0.33041901219618564,-0.5675242453164081,-0.5221588713958225
FL_thigh_joint,0.694628411126258,0.607808666026397,0.41939614547161597,0.0,0.9950041652780258,0.09983341664682815,0.0,0.1739130434782609,-0.933,0.19999999999999996,-1.0,-0.9,-1.0,-0.6666666666666666,-0.2276521739130435,0.9106065217391305,-0.6,-0.5,-0.375,-0.8534941176470588,-0.33041901219618564,-0.5675242453164081,-0.5221588713958225
FL_calf_joint,0.2660881126614476,0.6721402364708804,-0.16090223093860245,0.0,0.9950041652780257,0.09983341664682817,-1.0,-0.32608695652173914,-0.933,0.19999999999999996,-1.0,-0.9,-1.0,-0.6666666666666666,-0.5862021739130435,-0.19919521739130436,-0.6,-0.5,-0.375,-0.8534941176470588,-0.33041901219618564,-0.5675242453164081,-0.5221588713958225
RR_hip_joint,-0.3985925932527884,-0.21824968440104764,0.3838578396308636,-1.0,0.0,0.0,0.0,0.02173913043478261,-0.933,0.19999999999999996,-1.0,-0.9,-1.0,-0.6666666666666666,-0.17453282608695653,0.17453282608695653,-0.6,-0.5,-0.375,-0.8534941176470588,-0.33041901219618564,-0.5675242453164081,-0.5221588713958225
RR_thigh_joint,-0.3985925932527884,-0.6096015848968781,0.41939614547161597,0.0,-0.9950041652780258,0.09983341664682815,0.0,-0.2173913043478261,-0.933,0.19999999999999996,-1.0,-0.9,-1.0,-0.6666666666666666,-0.9106065217391305,0.2276521739130435,-0.6,-0.5,-0.375,-0.8534941176470588,-0.33041901219618564,-0.5675242453164081,-0.5221588713958225
RR_calf_joint,-0.9012777053661841,-0.6594912951364171,-0.03063045346808968,0.0,-0.9950041652780257,0.09983341664682818,-1.0,0.32608695652173914,-0.933,0.19999999999999996,-1.0,-0.9,-1.0,-0.6666666666666666,0.19919521739130436,0.5862021739130435,-0.6,-0.5,-0.375,-0.8534941176470588,-0.33041901219618564,-0.5675242453164081,-0.5221588713958225
RL_hip_joint,-0.3985925932527884,0.21645676553056692,0.3838578396308636,-1.0,0.0,0.0,0.0,-0.02173913043478261,-0.933,0.19999999999999996,-1.0,-0.9,-1.0,-0.6666666666666666,-0.17453282608695653,0.17453282608695653,-0.6,-0.5,-0.375,-0.8534941176470588,-0.33041901219618564,-0.5675242453164081,-0.5221588713958225
RL_thigh_joint,-0.3985925932527884,0.607808666026397,0.41939614547161597,0.0,0.9950041652780258,0.09983341664682815,0.0,0.2173913043478261,-0.933,0.19999999999999996,-1.0,-0.9,-1.0,-0.6666666666666666,-0.2276521739130435,0.9106065217391305,-0.6,-0.5,-0.375,-0.8534941176470588,-0.33041901219618564,-0.5675242453164081,-0.5221588713958225
RL_calf_joint,-0.9012777053661841,0.6576983762659365,-0.03063045346808968,0.0,0.9950041652780257,0.09983341664682818,-1.0,-0.32608695652173914,-0.933,0.19999999999999996,-1.0,-0.9,-1.0,-0.6666666666666666,-0.5862021739130435,-0.19919521739130436,-0.6,-0.5,-0.375,-0.8534941176470588,-0.33041901219618564,-0.5675242453164081,-0.5221588713958225
